Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Co-applicant_Income,Loan_Amount,Term,Credit_History,Property_Area,Status
LP10691,Male,Yes,1,Graduate,No,6202,2212,316,360,1,Urban,Y
LP10692,Male,Yes,1,Graduate,No,3903,0,117,180,1,Semiurban,Y
LP10693,Male,No,2,Graduate,No,4662,4557,286,360,1,Urban,Y
LP10694,Female,No,0,Graduate,No,2208,2406,142,360,1,Rural,Y
LP10695,Male,No,0,Graduate,No,5006,0,115,480,1,Urban,Y
LP10696,Male,Yes,1,Graduate,No,14485,2416,437,180,1,Urban,Y
LP10697,Male,Yes,0,Not Graduate,No,6215,0,145,360,1,Semiurban,Y
LP10698,Male,Yes,0,Graduate,No,5951,2779,184,360,1,Rural,Y
LP10699,Male,No,2,Graduate,No,9464,0,227,360,1,Semiurban,Y
LP10700,Female,No,1,Graduate,No,8906,0,251,180,1,Urban,Y
LP10701,Male,No,1,Graduate,No,3417,1871,106,360,1,Rural,Y
LP10702,Male,No,0,Graduate,No,4794,0,132,360,1,Urban,Y
LP10703,Male,Yes,0,Graduate,No,3729,0,89,360,1,Semiurban,Y
LP10704,Male,Yes,1,Not Graduate,No,7424,0,266,360,1,Urban,Y
LP10705,Female,Yes,0,Graduate,No,3557,2165,165,360,1,Semiurban,N
LP10706,Female,Yes,2,Graduate,No,3882,0,149,360,1,Urban,Y
LP10707,Male,Yes,1,Graduate,No,2566,0,51,360,1,Urban,Y
LP10708,Male,Yes,1,Not Graduate,No,7109,4788,348,360,1,Urban,N
LP10709,Male,No,0,Graduate,Yes,5407,1894,198,360,1,Rural,Y
LP10710,Male,Yes,0,Graduate,No,2043,1635,74,360,1,Urban,N
LP10711,Male,Yes,1,Not Graduate,No,2857,0,96,120,1,Urban,Y
LP10712,Female,Yes,0,Not Graduate,Yes,6338,0,179,360,1,Urban,Y
LP10713,Male,No,0,Not Graduate,No,2621,0,101,360,0,Semiurban,N
LP10714,Male,No,0,Graduate,No,3845,1462,132,180,1,Semiurban,Y
LP10715,Male,Yes,3+,Graduate,No,6824,2775,289,360,1,Semiurban,Y
LP10716,Male,No,3+,Graduate,No,6917,4538,288,360,1,Urban,N
LP10717,Male,No,1,Graduate,No,6337,0,144,360,1,Rural,Y
LP10718,Male,Yes,2,Graduate,No,2462,3472,143,360,1,Urban,Y
LP10719,Female,Yes,2,Not Graduate,No,3217,0,94,360,1,Semiurban,Y
LP10720,Female,Yes,1,Graduate,No,3858,2990,164,360,1,Rural,Y
LP10721,Male,No,1,Graduate,No,5568,0,209,360,1,Rural,N
LP10722,Male,No,0,Graduate,No,2928,1811,153,360,1,Rural,N
LP10723,Male,Yes,0,Graduate,No,3463,4159,198,360,0,Rural,N
LP10724,Male,Yes,2,Graduate,No,3907,0,80,180,1,Rural,Y
LP10725,Male,Yes,1,Graduate,No,7720,0,293,480,1,Semiurban,Y
LP10726,Male,No,2,Graduate,No,7383,3827,291,360,1,Urban,Y
LP10727,Female,Yes,0,Not Graduate,No,4401,2360,209,180,1,Rural,Y
LP10728,Male,No,2,Graduate,No,6398,2986,308,360,0,Semiurban,N
LP10729,Male,No,0,Graduate,No,4659,0,184,360,0,Urban,Y
LP10730,Male,Yes,2,Not Graduate,Yes,3889,3937,232,360,0,Urban,Y
LP10731,Female,Yes,3+,Graduate,Yes,5286,1789,211,360,1,Urban,Y
LP10732,Male,No,0,Graduate,No,2014,0,52,360,1,Rural,Y
LP10733,Female,No,0,Graduate,No,3707,2766,166,240,1,Rural,Y
LP10734,Male,No,0,Not Graduate,Yes,4458,1574,134,360,1,Semiurban,Y
LP10735,Male,Yes,2,Graduate,No,4589,0,158,360,1,Rural,Y
LP10736,Male,Yes,0,Not Graduate,No,2281,4963,285,360,1,Rural,Y
LP10737,Female,Yes,2,Graduate,No,6559,0,179,360,1,Semiurban,Y
LP10738,Female,No,0,Graduate,No,4161,1627,127,240,1,Semiurban,Y
LP10739,Male,No,2,Graduate,No,9300,0,341,180,0,Urban,N
LP10740,Male,No,3+,Not Graduate,No,6053,2358,331,360,1,Rural,N
LP10741,Male,Yes,1,Graduate,No,2667,4532,150,360,1,Urban,Y
LP10742,Male,No,2,Graduate,No,6031,1278,177,360,1,Urban,N
LP10743,Male,No,0,Graduate,No,2562,3303,199,360,1,Semiurban,Y
LP10744,Male,Yes,1,Graduate,No,5898,0,224,360,1,Semiurban,Y
LP10745,Male,Yes,0,Graduate,No,3272,2151,196,360,0,Rural,Y
LP10746,Male,Yes,0,Graduate,No,2762,1378,146,240,1,Urban,Y
LP10747,Male,No,2,Graduate,No,10466,0,268,360,1,Rural,Y
LP10748,Female,Yes,0,Not Graduate,No,5577,0,160,360,1,Rural,Y
LP10749,Male,Yes,0,Graduate,No,2401,2036,175,360,1,Rural,Y
LP10750,Male,No,2,Not Graduate,No,8832,1071,255,360,1,Semiurban,Y
LP10751,Male,Yes,0,Graduate,No,12063,3354,377,360,1,Urban,Y
LP10752,Male,No,1,Graduate,No,4339,0,167,360,1,Urban,Y
LP10753,Male,No,1,Graduate,No,3783,0,117,360,1,Urban,Y
LP10754,Male,Yes,0,Graduate,No,3863,1298,151,360,1,Semiurban,Y
LP10755,Male,No,1,Not Graduate,No,7334,0,178,360,1,Semiurban,Y
LP10756,Male,Yes,1,Graduate,No,4322,3688,302,360,0,Rural,N
LP10757,Male,Yes,2,Graduate,Yes,3013,3499,249,360,0,Urban,N
LP10758,Male,No,0,Graduate,No,5163,1472,168,360,1,Rural,Y
LP10759,Female,Yes,0,Graduate,No,5878,4828,410,120,1,Semiurban,Y
LP10760,Male,Yes,2,Graduate,No,16781,0,515,360,1,Urban,Y
LP10761,Male,No,3+,Graduate,No,1345,0,39,360,1,Urban,Y
LP10762,Male,Yes,3+,Graduate,Yes,4250,2956,244,360,1,Semiurban,Y
LP10763,Female,No,2,Graduate,No,5778,1602,276,360,1,Urban,Y
LP10764,Male,No,0,Graduate,Yes,3872,3207,151,360,1,Rural,Y
LP10765,Male,Yes,0,Graduate,No,3924,0,144,360,1,Semiurban,Y
LP10766,Female,Yes,0,Not Graduate,No,4541,0,135,360,1,Semiurban,Y
LP10767,Male,Yes,0,Not Graduate,No,1086,2307,134,360,1,Semiurban,Y
LP10768,Female,No,1,Graduate,No,4373,3225,268,360,1,Semiurban,Y
LP10769,Female,Yes,0,Not Graduate,No,3017,3444,243,360,0,Rural,N
LP10770,Male,No,0,Not Graduate,No,3122,3301,166,360,1,Rural,Y
LP10771,Male,Yes,0,Not Graduate,No,4565,0,121,360,1,Semiurban,Y
LP10772,Male,No,1,Graduate,No,2496,0,86,360,1,Rural,Y
LP10773,Male,Yes,0,Graduate,No,4983,0,168,360,1,Urban,N
LP10774,Male,Yes,0,Graduate,No,9493,1566,401,240,1,Semiurban,Y
LP10775,Male,No,0,Graduate,No,8990,4124,411,360,1,Urban,N
LP10776,Male,Yes,2,Graduate,No,3928,4728,310,360,1,Rural,Y
LP10777,Male,Yes,0,Graduate,Yes,3082,0,82,360,0,Semiurban,N
LP10778,Male,Yes,2,Graduate,No,4803,2428,263,360,1,Rural,Y
LP10779,Male,Yes,0,Not Graduate,Yes,7732,1351,243,180,1,Rural,Y
LP10780,Male,Yes,2,Graduate,No,5237,0,179,360,1,Rural,N
LP10781,Male,Yes,3+,Not Graduate,No,3411,0,122,360,0,Semiurban,N
LP10782,Male,Yes,1,Not Graduate,No,7578,3188,362,360,1,Semiurban,Y
LP10783,Male,Yes,1,Graduate,Yes,2433,0,78,360,1,Semiurban,Y
LP10784,Male,Yes,0,Not Graduate,Yes,4809,0,117,180,1,Semiurban,Y
LP10785,Male,Yes,0,Graduate,Yes,2159,0,56,180,1,Semiurban,Y
LP10786,Male,Yes,1,Graduate,No,5154,3421,338,360,0,Rural,N
LP10787,Male,Yes,0,Graduate,No,1727,4398,159,360,1,Semiurban,Y
LP10788,Male,No,3+,Not Graduate,No,3999,0,89,180,0,Semiurban,Y
LP10789,Male,Yes,2,Graduate,Yes,2347,0,59,180,1,Rural,Y
LP10790,Male,Yes,2,Graduate,No,9100,0,313,360,1,Urban,Y
LP10791,Male,No,2,Graduate,No,7094,0,195,360,0,Urban,N
LP10792,Male,No,2,Not Graduate,Yes,6264,1184,242,480,1,Semiurban,Y
LP10793,Male,Yes,3+,Graduate,No,2118,4091,244,360,1,Semiurban,Y
LP10794,Male,Yes,0,Graduate,Yes,6427,0,239,360,1,Rural,Y
LP10795,Male,Yes,2,Not Graduate,No,2585,1818,105,180,1,Semiurban,N
LP10796,Male,Yes,0,Graduate,No,4221,2232,192,360,1,Urban,Y
LP10797,Male,Yes,0,Graduate,No,4042,0,119,360,1,Rural,Y
LP10798,Male,No,0,Not Graduate,No,2479,1881,94,360,1,Rural,Y
LP10799,Male,Yes,0,Not Graduate,No,3775,0,112,180,1,Urban,Y
LP10800,Male,Yes,3+,Graduate,No,7934,0,171,360,1,Urban,Y
LP10801,Male,Yes,1,Graduate,No,9933,0,201,360,1,Rural,Y
LP10802,Male,No,0,Graduate,No,2406,0,78,480,1,Semiurban,Y
LP10803,Male,Yes,0,Graduate,No,4543,0,151,360,1,Semiurban,Y
LP10804,Male,Yes,2,Graduate,No,3499,0,71,480,1,Rural,Y
LP10805,Male,No,2,Graduate,No,8665,1400,300,360,1,Rural,Y
LP10806,Male,Yes,0,Graduate,No,3219,2109,184,480,1,Urban,Y
LP10807,Male,Yes,0,Not Graduate,No,4994,3875,291,360,0,Semiurban,N
LP10808,Female,No,2,Graduate,No,3340,4356,242,480,1,Rural,Y
LP10809,Male,No,0,Graduate,No,3323,3519,166,360,1,Rural,Y
LP10810,Male,Yes,1,Graduate,No,2538,0,99,360,1,Semiurban,Y
LP10811,Male,Yes,1,Graduate,Yes,2683,0,88,360,1,Urban,N
LP10812,Male,Yes,0,Graduate,No,4030,4105,321,180,1,Rural,Y
LP10813,Male,No,2,Not Graduate,No,6508,0,248,360,1,Urban,Y
LP10814,Female,Yes,0,Graduate,No,4405,0,128,360,1,Semiurban,Y
LP10815,Male,No,0,Graduate,No,2918,0,87,480,1,Semiurban,Y
LP10816,Male,Yes,2,Graduate,No,2410,4797,156,360,1,Urban,Y
LP10817,Female,Yes,2,Graduate,No,4195,2590,155,360,1,Urban,Y
LP10818,Male,No,0,Graduate,No,2926,0,76,180,1,Urban,Y
LP10819,Male,Yes,0,Graduate,No,3993,0,146,360,1,Semiurban,Y
LP10820,Male,Yes,1,Graduate,No,7030,0,252,480,1,Rural,Y
LP10821,Female,No,2,Graduate,Yes,5397,0,127,180,0,Rural,N
LP10822,Male,Yes,1,Graduate,No,1561,3498,147,360,1,Semiurban,Y
LP10823,Male,No,2,Graduate,No,7918,0,307,360,1,Urban,Y
LP10824,Male,Yes,3+,Graduate,No,2137,2481,123,480,1,Urban,Y
LP10825,Female,Yes,0,Not Graduate,No,3258,0,104,360,1,Urban,N
LP10826,Male,Yes,0,Graduate,No,2597,0,79,360,1,Urban,Y
LP10827,Female,Yes,0,Graduate,No,8132,0,254,360,0,Semiurban,N
LP10828,Female,Yes,0,Graduate,No,3986,3331,235,360,1,Rural,Y
LP10829,Male,No,0,Graduate,No,2336,3060,128,360,1,Rural,Y
LP10830,Male,No,3+,Graduate,No,1716,4065,174,360,1,Semiurban,Y
LP10831,Female,No,1,Graduate,No,6133,0,210,360,1,Urban,Y
LP10832,Male,Yes,0,Graduate,No,7492,4297,448,360,0,Semiurban,N
LP10833,Male,No,2,Graduate,No,7138,1321,231,360,1,Urban,Y
LP10834,Male,No,3+,Graduate,No,4076,0,82,180,0,Rural,N
LP10835,Male,Yes,0,Not Graduate,Yes,3049,0,99,480,0,Rural,N
LP10836,Female,Yes,1,Graduate,Yes,5717,1261,231,360,1,Semiurban,Y
LP10837,Male,Yes,0,Graduate,No,6314,4379,336,360,0,Urban,Y
LP10838,Male,Yes,0,Not Graduate,No,2024,4266,206,180,1,Semiurban,N
LP10839,Male,Yes,0,Graduate,No,9603,1558,345,180,1,Urban,Y
LP10840,Female,No,1,Graduate,Yes,4209,1579,230,360,1,Urban,Y
LP10841,Male,No,2,Not Graduate,No,4697,0,104,360,1,Urban,Y
LP10842,Male,No,0,Not Graduate,No,4158,0,102,360,1,Rural,Y
LP10843,Male,Yes,1,Graduate,Yes,3899,0,94,360,0,Semiurban,N
LP10844,Male,No,0,Graduate,No,3639,0,119,360,1,Rural,Y
LP10845,Female,No,0,Not Graduate,No,9922,2360,489,360,1,Rural,Y
LP10846,Male,Yes,1,Graduate,Yes,5041,1144,149,360,1,Semiurban,Y
LP10847,Female,Yes,3+,Graduate,Yes,4554,3738,233,180,1,Semiurban,Y
LP10848,Male,Yes,3+,Graduate,No,5457,3688,328,360,1,Rural,Y
LP10849,Male,No,2,Graduate,No,1849,4567,202,360,1,Rural,Y
LP10850,Female,No,0,Not Graduate,No,8747,0,293,360,1,Semiurban,Y
LP10851,Male,No,0,Graduate,No,3494,3828,192,180,1,Urban,N
LP10852,Male,No,1,Graduate,No,3041,0,114,360,1,Rural,Y
LP10853,Male,Yes,1,Not Graduate,No,4242,1386,125,360,1,Urban,Y
LP10854,Male,Yes,0,Graduate,No,6188,2352,211,360,0,Rural,N
LP10855,Male,Yes,1,Not Graduate,No,3588,0,128,360,1,Semiurban,Y
LP10856,Male,Yes,0,Graduate,No,3450,0,72,360,1,Urban,Y
LP10857,Male,Yes,1,Not Graduate,Yes,4308,3864,282,360,1,Urban,Y
LP10858,Male,Yes,2,Not Graduate,No,4445,2041,192,360,1,Rural,Y
LP10859,Female,No,0,Graduate,No,5357,3913,277,360,1,Urban,Y
LP10860,Male,No,2,Not Graduate,Yes,2405,0,55,360,1,Semiurban,Y
LP10861,Male,Yes,2,Graduate,Yes,1767,4781,226,480,1,Rural,Y
LP10862,Male,Yes,1,Graduate,No,5494,0,157,360,1,Rural,Y
LP10863,Male,Yes,1,Graduate,No,6023,0,193,360,1,Rural,Y
LP10864,Male,Yes,0,Graduate,No,2650,2972,179,480,0,Urban,N
LP10865,Male,Yes,1,Graduate,No,6741,0,156,360,1,Urban,N
LP10866,Female,No,2,Graduate,No,5508,0,139,180,0,Semiurban,N
LP10867,Male,Yes,0,Graduate,No,4003,0,110,360,1,Rural,Y
LP10868,Male,Yes,0,Not Graduate,No,4745,4917,239,360,1,Urban,Y
LP10869,Male,Yes,0,Not Graduate,Yes,5575,0,189,180,1,Urban,Y
LP10870,Male,Yes,0,Graduate,Yes,7574,2942,372,360,1,Urban,N
LP10871,Male,Yes,0,Not Graduate,No,2725,2327,127,360,1,Semiurban,Y
LP10872,Male,Yes,0,Not Graduate,Yes,5853,4077,281,360,1,Rural,Y
LP10873,Male,No,0,Not Graduate,No,2348,0,72,360,1,Rural,N
LP10874,Female,Yes,0,Graduate,No,6006,0,151,360,1,Urban,Y
LP10875,Male,Yes,0,Graduate,No,9395,4099,282,360,1,Semiurban,Y
LP10876,Male,No,3+,Graduate,No,8166,0,246,360,1,Rural,Y
LP10877,Male,No,0,Graduate,No,9516,0,311,360,1,Urban,Y
LP10878,Male,No,0,Graduate,No,9744,0,305,180,1,Urban,Y
LP10879,Male,Yes,0,Graduate,Yes,5237,0,203,360,1,Urban,N
LP10880,Male,No,1,Graduate,No,3776,0,128,360,1,Rural,Y
LP10881,Male,Yes,0,Graduate,No,6302,1777,236,240,1,Semiurban,Y
LP10882,Female,Yes,2,Graduate,No,5547,0,162,360,1,Rural,Y
LP10883,Male,No,3+,Graduate,No,10232,0,220,180,1,Rural,N
LP10884,Male,No,2,Graduate,No,3224,2536,228,480,1,Rural,Y
LP10885,Female,Yes,2,Graduate,No,1797,0,66,360,1,Urban,Y
LP10886,Female,No,0,Graduate,No,3558,2787,208,180,1,Rural,N
LP10887,Male,Yes,0,Graduate,Yes,2720,4383,213,360,1,Urban,Y
LP10888,Male,Yes,0,Graduate,No,5213,2079,196,360,1,Rural,Y
LP10889,Male,No,3+,Not Graduate,No,3874,4793,200,360,1,Urban,Y
LP10890,Male,Yes,1,Graduate,No,4829,1400,127,360,1,Urban,Y
LP10891,Male,No,1,Graduate,Yes,1465,1758,68,180,1,Urban,Y
LP10892,Male,No,2,Graduate,No,5803,0,209,360,1,Semiurban,Y
LP10893,Male,Yes,1,Graduate,No,2860,0,58,360,1,Urban,Y
LP10894,Male,Yes,0,Graduate,No,4585,0,147,360,1,Urban,Y
LP10895,Male,Yes,0,Graduate,No,3560,3843,251,360,1,Rural,Y
LP10896,Male,Yes,0,Graduate,Yes,6588,0,133,480,0,Rural,N
LP10897,Male,Yes,1,Not Graduate,No,6437,0,196,240,0,Rural,N
LP10898,Female,Yes,2,Graduate,No,4155,1581,176,360,1,Rural,Y
LP10899,Male,Yes,1,Graduate,Yes,3031,2577,209,480,1,Semiurban,Y
LP10900,Male,Yes,1,Graduate,Yes,2822,1744,180,360,1,Urban,Y
LP10901,Male,Yes,0,Not Graduate,No,3474,0,102,360,1,Semiurban,Y
LP10902,Male,Yes,1,Graduate,No,2655,1428,118,360,1,Semiurban,Y
LP10903,Male,Yes,0,Not Graduate,No,9572,1304,428,360,0,Rural,N
LP10904,Male,No,0,Graduate,No,3267,0,88,360,1,Rural,Y
LP10905,Female,Yes,2,Graduate,No,3090,4139,210,360,0,Semiurban,N
LP10906,Male,No,3+,Not Graduate,No,3461,0,110,180,1,Rural,N
LP10907,Male,Yes,0,Not Graduate,No,6686,4536,401,360,1,Semiurban,Y
LP10908,Male,Yes,0,Graduate,No,5854,3135,287,360,1,Rural,Y
LP10909,Male,Yes,0,Graduate,No,2858,4145,162,360,1,Semiurban,Y
LP10910,Male,No,0,Graduate,Yes,3744,0,112,360,1,Semiurban,Y
LP10911,Female,Yes,0,Graduate,No,6081,2990,254,360,1,Semiurban,Y
LP10912,Male,No,1,Graduate,No,5181,0,167,360,1,Urban,Y
LP10913,Male,Yes,0,Graduate,No,3767,0,111,360,1,Urban,N
LP10914,Male,Yes,0,Graduate,Yes,4274,2886,245,360,1,Semiurban,Y
LP10915,Male,Yes,2,Graduate,No,3595,4768,170,360,1,Urban,Y
LP10916,Male,No,1,Graduate,Yes,2114,0,59,360,1,Semiurban,Y
LP10917,Female,Yes,0,Graduate,No,3395,3343,190,360,0,Rural,N
LP10918,Male,No,0,Not Graduate,Yes,9327,0,274,240,1,Semiurban,Y
LP10919,Male,Yes,0,Graduate,No,7380,0,148,480,1,Semiurban,Y
LP10920,Male,Yes,0,Graduate,No,2483,1646,152,360,0,Urban,N
LP10921,Female,Yes,0,Graduate,No,1718,0,62,360,0,Urban,Y
LP10922,Male,Yes,1,Not Graduate,No,4002,0,90,480,1,Rural,Y
LP10923,Male,No,3+,Graduate,No,1524,4231,220,360,1,Urban,Y
LP10924,Male,Yes,0,Graduate,No,4232,0,149,360,0,Semiurban,N
LP10925,Male,Yes,0,Graduate,No,8625,0,334,360,1,Rural,Y
LP10926,Male,No,0,Not Graduate,No,3187,0,91,360,1,Rural,Y
LP10927,Female,No,0,Graduate,Yes,1302,0,41,360,1,Urban,Y
LP10928,Male,Yes,0,Graduate,No,5592,0,186,360,1,Rural,Y
LP10929,Male,Yes,3+,Graduate,No,4785,3400,262,360,1,Rural,Y
LP10930,Male,Yes,0,Not Graduate,No,2892,0,67,180,1,Semiurban,Y
LP10931,Female,Yes,3+,Not Graduate,No,2511,2705,138,360,1,Urban,Y
LP10932,Male,Yes,2,Graduate,No,6950,0,206,360,1,Urban,Y
LP10933,Male,Yes,0,Graduate,No,4591,4765,265,360,1,Semiurban,N
LP10934,Female,Yes,3+,Graduate,No,3811,0,144,360,1,Rural,Y
LP10935,Male,Yes,3+,Graduate,No,4700,0,115,360,0,Semiurban,N
LP10936,Male,Yes,3+,Graduate,Yes,7534,2623,285,360,1,Rural,Y
LP10937,Female,Yes,2,Graduate,No,4122,3974,257,360,1,Rural,Y
LP10938,Female,No,1,Graduate,No,3093,0,108,360,1,Semiurban,Y
LP10939,Female,No,1,Graduate,No,2291,0,69,360,1,Semiurban,Y
LP10940,Male,No,0,Not Graduate,Yes,10107,4788,571,360,1,Semiurban,N
LP10941,Male,No,0,Not Graduate,No,3741,1065,150,360,1,Rural,Y
LP10942,Male,No,1,Graduate,No,1603,2868,93,360,1,Urban,Y
LP10943,Male,No,2,Not Graduate,No,4934,3029,243,360,1,Semiurban,Y
LP10944,Male,No,0,Graduate,No,2939,0,66,360,0,Urban,N
LP10945,Female,No,3+,Graduate,No,5383,4340,318,360,1,Semiurban,Y
LP10946,Male,Yes,0,Not Graduate,No,8066,0,301,360,1,Rural,Y
LP10947,Male,Yes,0,Graduate,No,4296,2125,180,240,1,Urban,N
LP10948,Male,Yes,2,Graduate,No,5115,0,196,360,1,Rural,Y
LP10949,Male,No,2,Not Graduate,Yes,3268,4839,225,360,0,Semiurban,N
LP10950,Male,Yes,0,Graduate,No,4575,3756,231,360,0,Semiurban,N
LP10951,Male,Yes,0,Graduate,Yes,4942,0,123,360,1,Urban,Y
LP10952,Female,Yes,3+,Graduate,No,2436,0,92,180,1,Urban,Y
LP10953,Male,Yes,0,Graduate,No,3765,0,103,180,1,Rural,N
LP10954,Female,Yes,1,Graduate,No,7923,0,292,360,0,Rural,N
LP10955,Male,No,0,Graduate,No,3352,0,129,360,1,Rural,Y
LP10956,Female,No,0,Graduate,No,6379,4266,399,360,0,Rural,N
LP10957,Female,Yes,2,Graduate,No,5964,4071,288,180,1,Urban,Y
LP10958,Female,No,0,Graduate,No,5648,1107,267,360,1,Semiurban,Y
LP10959,Male,Yes,3+,Graduate,No,7315,0,269,360,1,Rural,Y
LP10960,Male,Yes,1,Not Graduate,No,2597,0,91,480,1,Rural,Y
LP10961,Male,Yes,1,Graduate,Yes,5174,1828,253,360,1,Urban,Y
LP10962,Male,No,1,Not Graduate,No,9067,1902,422,360,1,Semiurban,Y
LP10963,Female,No,1,Graduate,No,5220,0,108,360,1,Semiurban,Y
LP10964,Male,Yes,0,Graduate,No,3696,4637,324,360,0,Rural,N
LP10965,Male,Yes,0,Graduate,No,5597,2373,193,360,1,Urban,N
LP10966,Male,No,1,Graduate,No,8049,0,268,360,0,Urban,N
LP10967,Female,Yes,3+,Not Graduate,No,3572,4310,284,360,1,Urban,Y
LP10968,Male,Yes,0,Graduate,No,6439,0,184,360,1,Urban,Y
LP10969,Male,No,0,Graduate,No,6383,0,213,360,1,Urban,Y
LP10970,Male,Yes,2,Not Graduate,No,4031,0,93,180,1,Semiurban,Y
LP10971,Male,No,1,Graduate,Yes,4066,0,97,360,1,Semiurban,Y
LP10972,Male,Yes,0,Not Graduate,No,2925,4601,236,360,1,Urban,N
LP10973,Male,Yes,2,Graduate,No,7416,2428,285,360,1,Semiurban,N
LP10974,Female,No,2,Graduate,Yes,2761,4946,273,360,1,Semiurban,Y
LP10975,Female,Yes,0,Graduate,Yes,9935,0,268,360,1,Semiurban,Y
LP10976,Female,Yes,0,Not Graduate,No,4150,4490,307,360,1,Rural,Y
LP10977,Male,Yes,2,Graduate,No,7744,0,270,360,1,Urban,Y
LP10978,Male,No,2,Graduate,No,4281,0,131,360,1,Rural,Y
LP10979,Female,Yes,0,Graduate,No,1932,0,56,360,1,Urban,Y
LP10980,Male,Yes,2,Graduate,No,7187,4360,398,360,1,Semiurban,Y
LP10981,Male,No,2,Graduate,No,7865,0,288,360,1,Rural,N
LP10982,Male,Yes,1,Graduate,No,4700,1999,184,360,1,Urban,N
LP10983,Male,Yes,0,Not Graduate,No,7401,2985,282,360,1,Semiurban,N
LP10984,Male,Yes,1,Graduate,Yes,4773,0,100,360,1,Rural,Y
LP10985,Female,No,0,Not Graduate,No,9396,1854,268,480,1,Semiurban,Y
LP10986,Female,Yes,2,Graduate,No,3116,0,117,480,1,Urban,Y
LP10987,Male,Yes,1,Graduate,No,6926,4700,257,180,0,Urban,Y
LP10988,Male,No,1,Graduate,Yes,7630,0,256,180,0,Semiurban,N
LP10989,Female,Yes,0,Graduate,No,3196,0,85,180,1,Rural,Y
LP10990,Male,No,1,Graduate,No,4593,2633,174,360,1,Urban,N
LP10991,Male,Yes,2,Graduate,Yes,3898,2577,199,360,1,Rural,Y
LP10992,Male,Yes,2,Not Graduate,No,2048,3196,109,360,1,Rural,Y
LP10993,Male,No,0,Graduate,No,14988,4118,405,360,1,Rural,Y
LP10994,Male,Yes,0,Not Graduate,No,2970,2719,178,360,1,Rural,Y
LP10995,Male,Yes,0,Not Graduate,No,3662,0,82,180,0,Semiurban,N
LP10996,Male,No,0,Not Graduate,No,6962,3855,378,360,0,Urban,N
LP10997,Male,Yes,3+,Graduate,Yes,3456,2129,127,360,1,Urban,Y
LP10998,Male,Yes,1,Graduate,Yes,7990,0,312,360,1,Rural,Y
LP10999,Male,Yes,0,Graduate,No,4848,3682,306,360,1,Semiurban,Y
LP11000,Male,Yes,0,Graduate,Yes,6676,3884,364,360,1,Urban,Y
LP11001,Female,Yes,2,Graduate,No,4084,0,130,480,1,Rural,Y
LP11002,Male,No,0,Graduate,Yes,4980,0,149,360,1,Rural,Y
LP11003,Male,Yes,2,Graduate,No,2070,0,53,360,1,Semiurban,Y
LP11004,Male,Yes,0,Graduate,No,5642,0,195,360,1,Urban,Y
LP11005,Female,Yes,1,Graduate,No,5475,4315,220,180,1,Semiurban,Y
LP11006,Male,Yes,1,Not Graduate,No,5288,1820,273,360,1,Rural,Y
LP11007,Male,No,2,Not Graduate,No,7197,0,183,360,0,Rural,N
LP11008,Male,Yes,0,Graduate,No,4251,0,143,360,0,Urban,N
LP11009,Male,No,0,Not Graduate,Yes,3314,2473,172,360,1,Semiurban,Y
LP11010,Male,Yes,0,Not Graduate,No,5059,3469,231,360,1,Rural,Y
LP11011,Female,No,0,Graduate,No,4092,0,115,180,1,Rural,Y
LP11012,Male,No,1,Not Graduate,No,4512,0,114,360,1,Rural,Y
LP11013,Male,Yes,0,Graduate,No,9883,2920,291,360,1,Urban,Y
LP11014,Male,Yes,0,Graduate,No,4238,0,106,180,1,Rural,Y
LP11015,Male,Yes,1,Graduate,No,1758,4943,210,360,1,Semiurban,Y
LP11016,Male,Yes,0,Graduate,No,6722,2445,223,180,1,Rural,N
LP11017,Male,Yes,0,Not Graduate,No,3997,0,95,360,1,Urban,Y
LP11018,Male,No,2,Graduate,Yes,3203,0,110,360,1,Urban,N
LP11019,Male,No,3+,Graduate,Yes,2631,1037,143,360,1,Rural,N
LP11020,Male,No,0,Graduate,No,4896,0,186,360,1,Urban,Y
LP11021,Female,No,2,Not Graduate,No,4581,1490,203,360,1,Rural,Y
LP11022,Male,No,2,Graduate,No,2826,2472,159,360,1,Rural,Y
LP11023,Male,Yes,2,Graduate,No,5034,0,173,360,1,Urban,Y
LP11024,Female,No,2,Graduate,No,2477,0,88,360,1,Rural,Y
LP11025,Female,Yes,2,Graduate,No,5581,3922,246,360,1,Rural,Y
LP11026,Female,Yes,0,Graduate,Yes,3910,2472,221,360,1,Semiurban,Y
LP11027,Male,No,2,Graduate,No,1135,0,31,360,1,Semiurban,Y
LP11028,Male,Yes,0,Graduate,No,4290,4274,288,360,1,Urban,Y
LP11029,Male,Yes,0,Graduate,No,3332,3228,234,360,1,Urban,Y
LP11030,Male,No,0,Graduate,No,2127,4254,176,360,1,Urban,Y
LP11031,Female,Yes,0,Graduate,Yes,5118,2943,296,360,1,Urban,Y
LP11032,Male,Yes,2,Graduate,No,6720,0,229,360,0,Urban,N
LP11033,Male,Yes,2,Graduate,No,6243,2000,306,360,1,Semiurban,Y
LP11034,Male,Yes,2,Graduate,No,3837,0,149,360,1,Rural,Y
LP11035,Male,No,3+,Graduate,No,3057,3752,245,120,0,Rural,N
LP11036,Female,Yes,1,Graduate,No,8566,0,225,360,1,Rural,Y
LP11037,Female,Yes,1,Graduate,No,2443,0,64,360,0,Rural,N
